"Year" "Month" "Day" "Province" "Latitude" "Longitude" "Cause" "Size"
1959 4 1 "BC" 60 -133.6 "MAN" 3205.1
1959 4 27 "AB" 55.143 -116.401 "MAN" 317.41
1959 5 8 "SK" 53.634 -108.691 "MAN" 1068.82
1959 5 10 "BC" 56.6 -122 "MAN" 513.9
1959 5 10 "QC" 47.4705 -77.31835 "MAN" 263.05
1959 5 11 "BC" 51.7 -123 "MAN" 1214
1959 5 11 "BC" 51.8 -123.3 "MAN" 1214
1959 5 12 "BC" 51.6 -122.2 "MAN" 220.6
1959 5 12 "BC" 57.2 -121.3 "MAN" 258.9
1959 5 12 "BC" 52.5 -122.3 "MAN" 283.2
1959 5 12 "BC" 52.3 -123.1 "MAN" 283.2
1959 5 12 "BC" 51.5 -122.2 "MAN" 360.1
1959 5 12 "BC" 56.7 -122.5 "MAN" 776.9
1959 5 12 "SK" 53.769 -109.079 "MAN" 404.85
1959 5 13 "BC" 57.3 -121.5 "MAN" 258.9
1959 5 13 "BC" 58.7 -124.9 "MAN" 498.5
1959 5 13 "BC" 56.6 -122.4 "MAN" 602.9
1959 5 13 "BC" 52.1 -121.7 "MAN" 1027.9
1959 5 13 "BC" 55.8 -121.5 "MAN" 1622.7
1959 5 13 "QC" 46.65257 -74.15032 "LTG" 453.26
1959 5 14 "AB" 55.609 -116.487 "MAN" 477.73
1959 5 14 "AB" 56.416 -118.852 "MAN" 2627.13
1959 5 14 "BC" 56.4 -121.3 "MAN" 424.9
1959 5 14 "BC" 56.5 -121.6 "MAN" 1294.9
1959 5 15 "AB" 57.9126 -115.6702 "MAN" 625.51
1959 5 15 "AB" 54.462 -111.18 "MAN" 1190.28
1959 5 15 "BC" 56.2 -120.4 "MAN" 242.8
1959 5 15 "BC" 56.4 -120 "MAN" 607
1959 5 15 "BC" 56.1 -121.1 "MAN" 2136.7
1959 5 15 "BC" 52.1 -120.5 "MAN" 2832.8
1959 5 16 "AB" 58.338 -116.054 "MAN" 242.11
1959 5 16 "AB" 56.238 -119.702 "MAN" 259.51
1959 5 16 "BC" 56.3 -120 "MAN" 258.9
1959 5 17 "AB" 54.761 -117.343 "LTG" 245.34
1959 5 17 "AB" 55.3 -116.408 "MAN" 607.29
1959 5 18 "BC" 56 -121.4 "MAN" 579.5
1959 5 18 "BC" 55.7 -120.9 "MAN" 681.8
1959 5 18 "BC" 57.1 -121.4 "MAN" 2962.3
1959 5 19 "BC" 55.6 -120.7 "MAN" 289.3
1959 5 19 "SK" 53.762 -109.017 "MAN" 518.21
1959 5 20 "AB" 55.271 -116.004 "MAN" 314.58
1959 5 21 "AB" 56.282 -119.649 "MAN" 696.36
1959 5 21 "MB" 52.387 -100.846 "MAN" 251.01
1959 5 22 "AB" 56.961 -117.345 "MAN" 229.96
1959 5 22 "BC" 55.9 -120.9 "MAN" 8660.2
1959 5 22 "MB" 52.598 -100.978 "LTG" 595.14
1959 5 23 "MB" 52.569 -100.87 "LTG" 291.5
1959 5 23 "SK" 53.856 -109.03 "MAN" 874.49
1959 5 24 "MB" 52.605 -101.002 "MAN" 216.6
1959 5 24 "SK" 54.318 -105.586 "MAN" 242.91
1959 5 26 "QC" 49.10056 -64.82147 "LTG" 1821.13
1959 5 28 "QC" 48.76579 -69.55486 "MAN" 639.42
1959 5 28 "QC" 47.86914 -70.75708 "MAN" 1952.89
1959 5 30 "BC" 52 -123.1 "MAN" 242.8
1959 5 30 "BC" 57.1 -122.9 "MAN" 388.4
1959 6 1 "BC" 52.2 -123.1 "MAN" 202.3
1959 6 5 "QC" 48.97475 -66.47737 "MAN" 768.92
1959 6 6 "SK" 53.758 -107.71 "MAN" 242.91
1959 6 8 "SK" 53.602 -104.206 "MAN" 323.88
1959 6 9 "NT" 66.05 -128.23 "UNK" 3600
1959 6 10 "SK" 54.92 -109.4 "LTG" 283.4
1959 6 12 "QC" 47.56752 -68.49813 "LTG" 364.23
1959 6 17 "BC" 52.1 -123.1 "MAN" 323.7
1959 6 18 "BC" 52.1 -123 "MAN" 323.7
1959 6 18 "QC" 48.28696 -71.96743 "MAN" 518.01
1959 6 19 "NT" 66.03 -129.85 "UNK" 3440
1959 6 19 "NT" 66.2 -129.97 "MAN" 14400
1959 6 20 "YT" 60.76 -137.56 "MAN" 358.85
1959 6 20 "YT" 64.017 -136.3 "LTG" 392.3
1959 6 20 "YT" 66.175 -137.228 "LTG" 404
1959 6 23 "YT" 66.167 -139 "LTG" 290.12
1959 6 23 "YT" 64.572 -140.573 "LTG" 2991.19
1959 6 24 "YT" 63.324 -134.28 "LTG" 23486.67
1959 6 25 "NL" 48.75 -56.68 "MAN" 890
1959 6 25 "QC" 50.75132 -59.56864 "LTG" 2416.03
1959 6 26 "NL" 48.43 -55.02 "MAN" 324
1959 6 26 "YT" 63.683 -139.483 "LTG" 269.83
1959 6 28 "YT" 65.663 -137.245 "LTG" 218.38
1959 6 28 "YT" 64.583 -139.75 "LTG" 433.05
1959 6 29 "NT" 61.92 -122.75 "LTG" 3120
1959 7 2 "NT" 64.4 -126 "UNK" 2400
1959 7 2 "YT" 65.55 -139.15 "LTG" 296.96
1959 7 3 "BC" 59.2 -123.1 "LTG" 247.6
1959 7 3 "BC" 58.9 -122.6 "LTG" 36211.3
1959 7 3 "NT" 63.08 -123.92 "LTG" 3600
1959 7 4 "NT" 62.67 -116.43 "LTG" 520
1959 7 4 "NT" 62.67 -116.58 "LTG" 1600
1959 7 4 "YT" 63.7 -133.5 "LTG" 2055.84
1959 7 5 "BC" 51.8 -123.2 "MAN" 2428.1
1959 7 5 "NT" 61.75 -116.37 "LTG" 800
1959 7 6 "NT" 62.05 -119.22 "UNK" 600
1959 7 6 "NT" 62.63 -113.22 "MAN" 1360
1959 7 7 "BC" 59.3 -129.3 "MAN" 615.1
1959 7 8 "AB" 57.8518 -112.4 "LTG" 10662.75
1959 7 8 "BC" 51.8 -124.5 "MAN" 696
1959 7 8 "BC" 59.6 -126.6 "MAN" 1553.9
1959 7 8 "BC" 59.6 -129 "MAN" 6474.9
1959 7 8 "NT" 62.95 -122.3 "LTG" 1000
1959 7 8 "ON" 47.9375 -80.375 "MAN" 239
1959 7 9 "BC" 51.8 -124.4 "MAN" 1568.1
1959 7 10 "AB" 59.254 -115.6804 "LTG" 1024.7
1959 7 10 "BC" 51.8 -122.8 "MAN" 242.8
1959 7 10 "BC" 52.3 -123 "MAN" 1214
1959 7 10 "NT" 64.63 -125.2 "LTG" 220
1959 7 10 "NT" 61.92 -122.3 "LTG" 280
1959 7 10 "NT" 65.73 -119.5 "LTG" 768
1959 7 10 "QC" 48.4385 -78.20571 "MAN" 283
1959 7 10 "YT" 60.605 -130.166 "LTG" 1051.03
1959 7 11 "AB" 56.601 -116.603 "LTG" 1036.03
1959 7 11 "MB" 57.117 -101.917 "MAN" 6388.66
1959 7 12 "AB" 57.932 -114.2818 "LTG" 649.8
1959 7 12 "NL" 53.4 -60.19 "MAN" 1814
1959 7 13 "QC" 48.82128 -67.06725 "UNK" 323.76
1959 7 14 "QC" 48.72131 -77.57033 "MAN" 323.76
1959 7 14 "SK" 58.05 -106.95 "LTG" 4655.87
1959 7 15 "MB" 56.483 -100.233 "LTG" 663.16
1959 7 15 "NT" 61.8 -123.02 "LTG" 720
1959 7 15 "QC" 48.96525 -66.76541 "MAN" 4817.48
1959 7 15 "SK" 58.62 -110 "LTG" 202.42
1959 7 16 "AB" 58.4103 -115.6661 "LTG" 1228.34
1959 7 17 "QC" 48.93069 -73.48047 "LTG" 433.02
1959 7 17 "SK" 58.17 -106.95 "LTG" 485.82
1959 7 18 "AB" 53.245 -117.697 "MAN" 346.96
1959 7 18 "BC" 51.7 -124.2 "MAN" 323.7
1959 7 18 "BC" 51.7 -122.9 "MAN" 1011.7
1959 7 18 "BC" 51.8 -124.5 "MAN" 1214
1959 7 18 "NT" 60.08 -118.78 "LTG" 1320
1959 7 20 "BC" 50.2 -115.2 "LTG" 337.9
1959 7 20 "QC" 49.81319 -79.26428 "MAN" 283.29
1959 7 21 "BC" 51.6 -123.9 "MAN" 3541
1959 7 21 "QC" 51.50299 -59.11227 "LTG" 2072.04
1959 7 21 "SK" 58.57 -109 "LTG" 2226.72
1959 7 22 "YT" 66.23 -136.35 "LTG" 6853.78
1959 7 23 "NT" 60.03 -118.77 "LTG" 580
1959 7 24 "BC" 56.6 -121 "MAN" 708.2
1959 7 24 "QC" 49.04003 -66.36276 "MAN" 13856.74
1959 7 26 "QC" 48.78304 -67.24492 "UNK" 313.64
1959 7 27 "QC" 48.12132 -67.2138 "LTG" 445.16
1959 7 27 "QC" 48.59402 -65.04532 "LTG" 1023.88
1959 7 28 "NL" 49.55 -56.85 "MAN" 1178
1959 7 28 "NL" 49.6 -56.43 "MAN" 10261
1959 7 29 "BC" 56.1 -121.1 "MAN" 776.9
1959 7 29 "BC" 52.4 -123.1 "MAN" 1889.8
1959 7 29 "QC" 47.90679 -77.84683 "MAN" 242.82
1959 7 31 "AB" 56.856 -119.87 "LTG" 272.87
1959 7 31 "BC" 52 -122.9 "MAN" 3844.5
1959 8 1 "BC" 56.4 -120.7 "MAN" 291.3
1959 8 1 "BC" 56.2 -123 "LTG" 404.6
1959 8 3 "BC" 50.3 -116 "MAN" 751.9
1959 8 6 "QC" 48.68445 -70.06542 "MAN" 346.82
1959 9 14 "QC" 50.25055 -60.06999 "LTG" 667.75
1960 4 17 "BC" 55.6 -121.3 "MAN" 440.2
1960 4 22 "BC" 55.8 -122 "MAN" 258.9
1960 4 25 "BC" 54.7 -127 "MAN" 299.4
1960 4 28 "BC" 55.8 -121.7 "MAN" 284.8
1960 4 28 "BC" 55.6 -121.3 "MAN" 621.5
1960 4 29 "BC" 55.5 -121.6 "MAN" 363
1960 4 30 "BC" 55.6 -121.3 "MAN" 543.8
1960 4 30 "NS" 45.2 -61.37 "MAN" 784
1960 5 6 "NS" 45 -64.82 "UNK" 216
1960 5 7 "NL" 46.98 -52.97 "MAN" 729
1960 5 9 "BC" 55.9 -121.4 "MAN" 569.7
1960 5 10 "MB" 52.001 -100.249 "MAN" 2558.7
1960 5 10 "YT" 66.7 -136.66 "LTG" 6422.86
1960 5 15 "AB" 58.287 -115.942 "MAN" 1578.95
1960 5 28 "NL" 49.9 -55.73 "MAN" 259
1960 5 28 "NL" 49.45 -53.98 "MAN" 4534
1960 5 28 "QC" 48.49 -67.9101 "LTG" 511.94
1960 5 29 "QC" 46.4171 -71.7263 "LTG" 445.16
1960 5 29 "QC" 48.3712 -68.1812 "MAN" 15151.76
1960 5 30 "QC" 50.4561 -71.2051 "LTG" 202.35
1960 5 30 "QC" 49.5326 -74.114 "MAN" 212.46
1960 5 30 "QC" 45.6557 -75.5582 "LTG" 264.67
1960 5 30 "QC" 45.6498 -75.2083 "LTG" 316.47
1960 5 30 "QC" 50.4802 -70.6019 "LTG" 526.1
1960 5 30 "QC" 48.509 -67.2699 "LTG" 641.44
1960 5 30 "QC" 46.2006 -73.9958 "LTG" 810.2
1960 5 30 "QC" 45.3643 -72.1991 "LTG" 1843.79
1960 5 30 "QC" 45.9279 -74.9278 "LTG" 3108.05
1960 5 31 "QC" 48.5053 -64.5111 "MAN" 226.63
1960 5 31 "QC" 48.2979 -67.4009 "LTG" 279.24
1960 6 2 "NL" 47.8 -53.15 "MAN" 259
1960 6 6 "MB" 54.3 -93.35 "LTG" 404.86
1960 6 11 "BC" 56.2 -121.6 "MAN" 728.4
1960 6 12 "YT" 65.78 -136.6 "LTG" 679.82
1960 6 18 "NT" 63.28 -112.18 "LTG" 486.4
1960 6 19 "NT" 63.52 -115.48 "LTG" 268
1960 6 19 "NT" 63.18 -113.57 "UNK" 307.2
1960 6 19 "NT" 61.92 -111.02 "UNK" 400
1960 6 19 "NT" 63.43 -110.5 "LTG" 656
1960 6 20 "NT" 63.53 -122.75 "LTG" 520
1960 6 20 "NT" 62.07 -120.08 "LTG" 2400
1960 6 22 "MB" 56.133 -94.9 "LTG" 1012.15
1960 6 22 "MB" 54.9 -94.367 "LTG" 1052.63
1960 6 22 "NT" 66.08 -117.57 "LTG" 3984
1960 6 24 "MB" 53.7 -93.933 "LTG" 1821.86
1960 6 24 "NT" 64.08 -116.92 "LTG" 6809.6
1960 6 24 "NT" 64.42 -116.83 "LTG" 10137.6
1960 6 25 "NT" 63.72 -122.12 "UNK" 800
1960 6 27 "NT" 63.65 -119.5 "LTG" 230.4
1960 6 27 "NT" 63.87 -118.88 "LTG" 5468.8
1960 6 27 "QC" 49.4593 -74.2264 "UNK" 223.8
1960 6 28 "NT" 63.33 -118.75 "UNK" 460.8
1960 6 28 "NT" 63.6 -116.83 "LTG" 4556.8
1960 6 28 "ON" 51.8125 -92.375 "LTG" 2023
1960 6 29 "NT" 64.6 -116.17 "LTG" 1241.6
1960 6 29 "NT" 64.43 -116.37 "LTG" 3056
1960 6 30 "NT" 60 -119.5 "UNK" 455.2
1960 7 1 "BC" 52.4 -117.7 "LTG" 473.4
1960 7 3 "NT" 63.02 -111.33 "LTG" 287.2
1960 7 4 "BC" 51.7 -124.2 "MAN" 607
1960 7 4 "MB" 55.05 -101.183 "LTG" 2226.72
1960 7 4 "MB" 55.817 -96.717 "LTG" 11133.6
1960 7 4 "MB" 55.783 -100.783 "LTG" 16720.65
1960 7 4 "ON" 50.0625 -90.375 "LTG" 296
1960 7 5 "MB" 54.1 -97.395 "LTG" 6477.73
1960 7 6 "BC" 50.2 -120 "MAN" 271.1
1960 7 6 "MB" 54.417 -93.433 "LTG" 202.43
1960 7 6 "MB" 55.6 -96.717 "LTG" 971.66
1960 7 6 "MB" 56.25 -94.333 "LTG" 2631.58
1960 7 6 "MB" 54.831 -100.121 "MAN" 3643.73
1960 7 6 "MB" 54.183 -94.35 "LTG" 5303.64
1960 7 6 "MB" 55.967 -96.217 "LTG" 5587.05
1960 7 7 "BC" 50.9 -122.3 "MAN" 404.6
1960 7 7 "BC" 50.1 -119.4 "MAN" 526
1960 7 7 "MB" 55.5 -96.4 "LTG" 728.75
1960 7 7 "MB" 56.225 -101.633 "LTG" 4858.3
1960 7 8 "BC" 49.6 -115.1 "MAN" 3014.9
1960 7 8 "MB" 54.635 -99.304 "LTG" 202.43
1960 7 8 "MB" 54.853 -101.875 "LTG" 313.77
1960 7 8 "MB" 54.235 -100.275 "MAN" 323.89
1960 7 8 "MB" 54.846 -101.786 "LTG" 356.28
1960 7 8 "MB" 55.133 -99.633 "MAN" 364.37
1960 7 8 "MB" 54.336 -100.413 "LTG" 404.86
1960 7 8 "MB" 55.4 -100.542 "LTG" 445.34
1960 7 8 "MB" 55.4 -99.617 "LTG" 485.83
1960 7 8 "MB" 55.533 -99.867 "LTG" 485.83
1960 7 8 "MB" 54.998 -99.549 "LTG" 485.83
1960 7 8 "MB" 55.4 -99.633 "LTG" 607.29
1960 7 8 "MB" 55.4 -100.52 "LTG" 647.77
1960 7 8 "MB" 55.3 -100.817 "LTG" 647.77
1960 7 8 "MB" 54.817 -98.418 "LTG" 728.75
1960 7 8 "MB" 54.853 -101.862 "LTG" 809.72
1960 7 8 "MB" 54.846 -101.798 "LTG" 919.03
1960 7 8 "MB" 54.969 -100.184 "LTG" 1133.6
1960 7 8 "MB" 55.083 -100.033 "LTG" 1700.41
1960 7 8 "MB" 55.333 -101.783 "LTG" 2186.24
1960 7 8 "MB" 54.904 -100.273 "LTG" 3562.75
1960 7 8 "MB" 54.802 -100.489 "LTG" 5668.02
1960 7 8 "MB" 54.911 -100.337 "LTG" 5951.42
1960 7 8 "MB" 55.767 -98.75 "LTG" 10931.17
1960 7 8 "ON" 51.1875 -93.875 "LTG" 3440
1960 7 9 "MB" 53.649 -96.585 "LTG" 202.43
1960 7 9 "MB" 53.474 -97.47 "LTG" 344.13
1960 7 9 "MB" 54.542 -95.55 "LTG" 404.86
1960 7 9 "MB" 53.212 -96.861 "LTG" 404.86
1960 7 9 "MB" 53.678 -96.192 "LTG" 566.8
1960 7 9 "MB" 54.671 -100.98 "LTG" 572.87
1960 7 9 "MB" 53.722 -96.727 "LTG" 607.29
1960 7 9 "MB" 54.678 -100.993 "MAN" 647.77
1960 7 9 "MB" 53.35 -95.583 "LTG" 2429.15
1960 7 9 "MB" 53.367 -94.783 "LTG" 3643.73
1960 7 9 "MB" 53.117 -95.283 "LTG" 5060.73
1960 7 9 "MB" 53.663 -96.536 "LTG" 9109.31
1960 7 9 "MB" 52.79 -95.366 "LTG" 9970
1960 7 9 "NL" 48.98 -53.96 "MAN" 202
1960 7 9 "NL" 47.3 -53.78 "MAN" 2024
1960 7 9 "ON" 50.9375 -94.875 "LTG" 283
1960 7 9 "ON" 49.6875 -87.375 "LTG" 1214
1960 7 10 "SK" 57.95 -108.25 "LTG" 212.55
1960 7 10 "SK" 58.97 -106.8 "LTG" 3886.63
1960 7 11 "MB" 52.776 -96.358 "LTG" 640
1960 7 11 "ON" 50.81 -94.41 "LTG" 405
1960 7 11 "SK" 58.825 -104.28 "LTG" 222.67
1960 7 11 "SK" 58.77 -103.72 "LTG" 1052.63
1960 7 11 "SK" 58.77 -103.87 "LTG" 3627.53
1960 7 11 "SK" 57.48 -108.37 "LTG" 4680.16
1960 7 11 "SK" 57.97 -104.2 "LTG" 15546.55
1960 7 11 "SK" 57.43 -103.6 "LTG" 25910.93
1960 7 12 "BC" 49.7 -117.5 "MAN" 242.8
1960 7 12 "BC" 53 -122.3 "MAN" 335.8
1960 7 12 "BC" 50 -120.6 "MAN" 1396.1
1960 7 12 "BC" 49.7 -121.8 "MAN" 2596.4
1960 7 12 "BC" 49.9 -121.1 "MAN" 5949.2
1960 7 12 "ON" 51.71 -92.21 "LTG" 2023
1960 7 12 "SK" 58.1 -102.62 "LTG" 1052.63
1960 7 13 "BC" 51.3 -118.7 "LTG" 202.3
1960 7 13 "BC" 50.7 -116.5 "LTG" 218.5
1960 7 13 "BC" 52.2 -119.9 "LTG" 222.5
1960 7 13 "BC" 51.8 -119.1 "LTG" 226.6
1960 7 13 "BC" 51.9 -118.5 "LTG" 242.8
1960 7 13 "BC" 51.7 -117.6 "LTG" 260.8
1960 7 13 "BC" 52.3 -119.2 "LTG" 323.7
1960 7 13 "BC" 51.9 -119.4 "LTG" 326.9
1960 7 13 "BC" 51.6 -119.6 "LTG" 343.9
1960 7 13 "BC" 51.5 -119.6 "LTG" 352
1960 7 13 "BC" 51.1 -116.3 "LTG" 360.1
1960 7 13 "BC" 51.1 -119.5 "LTG" 386.4
1960 7 13 "BC" 52.1 -119 "LTG" 408.7
1960 7 13 "BC" 52.7 -120.3 "LTG" 408.7
1960 7 13 "BC" 52.2 -119.3 "LTG" 420.8
1960 7 13 "BC" 52.4 -119.2 "LTG" 445.1
1960 7 13 "BC" 51 -117.6 "LTG" 485.6
1960 7 13 "BC" 52 -119.4 "LTG" 574.6
1960 7 13 "BC" 50.7 -117.7 "LTG" 586.7
1960 7 13 "BC" 51.8 -119.2 "LTG" 594.8
1960 7 13 "BC" 50.8 -118.3 "LTG" 667.7
1960 7 13 "BC" 52.1 -119.5 "LTG" 712.2
1960 7 13 "BC" 52.1 -119.1 "LTG" 728.4
1960 7 13 "BC" 52.5 -121.3 "LTG" 728.4
1960 7 13 "BC" 52.4 -120 "LTG" 809.3
1960 7 13 "BC" 52.4 -120.4 "LTG" 809.3
1960 7 13 "BC" 53.2 -120.3 "LTG" 821.5
1960 7 13 "BC" 52.2 -118.3 "LTG" 849.8
1960 7 13 "BC" 50.9 -117.5 "LTG" 1052.1
1960 7 13 "BC" 49.1 -114.6 "LTG" 1108.8
1960 7 13 "BC" 51.1 -119.3 "LTG" 1230.2
1960 7 13 "BC" 50.1 -116.6 "LTG" 1740.1
1960 7 13 "BC" 52.5 -119.8 "LTG" 2023.4
1960 7 13 "BC" 50.2 -115.1 "LTG" 2864.7
1960 7 13 "BC" 49.3 -115.6 "LTG" 3723.9
1960 7 13 "BC" 52.6 -119.3 "LTG" 4180.4
1960 7 13 "BC" 49.6 -116.1 "LTG" 4188.5
1960 7 13 "BC" 49.7 -115.4 "LTG" 4226.9
1960 7 14 "BC" 49.8 -116.6 "LTG" 206.3
1960 7 14 "BC" 50.3 -121.2 "MAN" 526
1960 7 14 "BC" 50.1 -120.1 "MAN" 809.3
1960 7 15 "YT" 67.32 -136.857 "MAN" 329.73
1960 7 16 "MB" 55.75 -101.95 "LTG" 1457.49
1960 7 18 "BC" 51.7 -123.9 "MAN" 607
1960 7 18 "QC" 48.477 -67.9097 "MAN" 1424
1960 7 18 "SK" 58.13 -103.72 "LTG" 242.91
1960 7 18 "SK" 58.17 -103.85 "LTG" 518.21
1960 7 18 "SK" 56.93 -103.17 "LTG" 748.98
1960 7 18 "SK" 57.853 -103.23 "LTG" 777.32
1960 7 18 "SK" 58.12 -104.35 "LTG" 777.32
1960 7 18 "SK" 57.57 -103.6 "LTG" 5182.18
1960 7 18 "SK" 58.17 -103.72 "LTG" 8194.33
1960 7 19 "BC" 49 -118.7 "MAN" 214.4
1960 7 19 "BC" 56.4 -120.1 "MAN" 323.7
1960 7 19 "BC" 49.4 -120.1 "MAN" 566.5
1960 7 19 "NL" 48.1 -53.88 "MAN" 1293
1960 7 19 "NL" 48.82 -54.63 "MAN" 2176
1960 7 20 "YT" 60.05 -124.73 "MAN" 559.3
1960 7 21 "MB" 52.219 -95.429 "LTG" 269
1960 7 21 "SK" 58.45 -105.92 "LTG" 485.82
1960 7 21 "SK" 57.48 -107.57 "LTG" 41625.91
1960 7 22 "BC" 50.4 -120.5 "MAN" 3862.3
1960 7 22 "SK" 55.67 -105.8 "LTG" 728.74
1960 7 23 "ON" 49.9375 -86.125 "LTG" 943
1960 7 24 "BC" 53 -124.9 "LTG" 3237.4
1960 7 24 "ON" 50.3125 -93.875 "LTG" 405
1960 7 25 "BC" 51 -119.5 "MAN" 1011.7
1960 7 25 "MB" 54.25 -95.35 "LTG" 607.29
1960 7 26 "BC" 49 -118.3 "MAN" 226.2
1960 7 26 "BC" 49 -115.1 "MAN" 242.8
1960 7 26 "SK" 54.699 -104.558 "LTG" 16963.56
1960 7 27 "BC" 50.1 -120.6 "LTG" 1966.7
1960 7 27 "SK" 58.68 -109.32 "LTG" 202.42
1960 7 28 "SK" 56.3 -107.671 "LTG" 242.91
1960 7 30 "BC" 53.5 -124.4 "LTG" 367
1960 7 30 "BC" 53.7 -120 "LTG" 1456.8
1960 7 30 "BC" 55.6 -122.8 "LTG" 5115.2
1960 7 30 "BC" 55.3 -122.3 "LTG" 5932.7
1960 7 30 "BC" 56.1 -122.8 "LTG" 7452.7
1960 7 31 "BC" 54.4 -123.4 "LTG" 493.7
1960 8 1 "BC" 56.8 -124.8 "LTG" 492.5
1960 8 3 "BC" 52 -117.7 "LTG" 206.3
1960 8 3 "YT" 60.149 -133.896 "MAN" 724.94
1960 8 4 "BC" 51.8 -120.5 "LTG" 202.3
1960 8 8 "BC" 54.8 -121.5 "MAN" 2428.1
1960 8 9 "SK" 56.35 -103.57 "LTG" 364.37
1960 8 10 "BC" 54.5 -120.9 "LTG" 224.6
1960 8 10 "BC" 53.4 -124.6 "LTG" 485.6
1960 8 10 "BC" 54.2 -120.8 "LTG" 971.2
1960 8 10 "BC" 53.1 -124 "LTG" 1214
1960 8 10 "BC" 53.6 -124.5 "LTG" 1746.2
1960 8 10 "SK" 55.52 -105.45 "LTG" 2429.15
1960 8 11 "BC" 50.9 -118.2 "LTG" 283.2
1960 8 14 "SK" 56.52 -105.77 "LTG" 21246.96
1960 8 16 "MB" 56.05 -101.433 "LTG" 1943.32
1960 8 16 "QC" 48.9211 -69.056 "MAN" 9324.16
1960 8 18 "QC" 49.3437 -72.9498 "MAN" 242.82
1960 8 18 "SK" 56.3 -103.63 "LTG" 404.85
1960 8 20 "BC" 50.3 -121.6 "MAN" 617.1
1960 8 22 "QC" 48.4835 -64.5823 "LTG" 256.58
1960 8 22 "QC" 48.4604 -64.5264 "LTG" 793.2
1960 8 23 "MB" 54.583 -94.192 "LTG" 202.43
1960 8 24 "SK" 55.55 -105.95 "LTG" 9311.74
1960 8 25 "QC" 48.9733 -66.7775 "MAN" 3128.29
1960 8 26 "NS" 43.83 -65.33 "UNK" 3968
1960 8 28 "SK" 56.1 -103.5 "LTG" 33603.23
1960 8 29 "NS" 45.75 -64.17 "MAN" 715
1960 9 1 "NL" 48.63 -54.52 "MAN" 680
1960 9 4 "MB" 53.805 -99.348 "LTG" 404.86
1960 9 6 "MB" 52.325 -100.876 "MAN" 380.57
1960 10 1 "BC" 49.2 -119.6 "MAN" 242.8
1960 10 6 "MB" 51.681 -100.487 "MAN" 615.39
1960 10 10 "MB" 51.404 -100.546 "MAN" 242.92
1960 11 26 "MB" 51.681 -100.935 "MAN" 445.34
1960 12 3 "MB" 51.856 -100.652 "MAN" 380.57
1961 4 1 "BC" 52.8 -122.2 "MAN" 510.7
1961 4 10 "MB" 52.005 -100.588 "MAN" 5910.93
1961 4 18 "MB" 50.76 -98.748 "MAN" 3627.53
1961 4 19 "MB" 52.394 -100.822 "MAN" 291.5
1961 4 20 "QC" 45.9427 -76.0936 "MAN" 283.29
1961 4 25 "MB" 52.536 -100.552 "LTG" 7692.31
1961 5 1 "MB" 52.379 -100.822 "MAN" 297.57
1961 5 3 "MB" 51.523 -101.534 "MAN" 226.72
1961 5 4 "MB" 53.325 -100.34 "MAN" 283.4
1961 5 4 "MB" 52.368 -100.588 "LTG" 352.23
1961 5 4 "MB" 51.688 -99.566 "LTG" 647.77
1961 5 4 "MB" 53.412 -100.794 "LTG" 906.88
1961 5 4 "MB" 54.766 -97.896 "MAN" 14170.04
1961 5 5 "MB" 51.703 -100.51 "MAN" 453.44
1961 5 5 "MB" 51.084 -98.266 "MAN" 3919.03
1961 5 10 "MB" 52.619 -100.798 "LTG" 334.01
1961 5 15 "MB" 53.725 -101.256 "MAN" 546.56
1961 5 15 "MB" 52.372 -100.534 "MAN" 164184.21
1961 5 16 "AB" 54.4594 -114.6972 "UNK" 1946.6
1961 5 16 "MB" 50.76 -98.887 "MAN" 627.53
1961 5 17 "AB" 53.4955 -115.11 "MAN" 362.6
1961 5 17 "MB" 50.536 -96.253 "MAN" 810
1961 5 17 "MB" 53.667 -100.376 "MAN" 2186.24
1961 5 18 "AB" 58.4692 -116.5911 "MAN" 455.5
1961 5 18 "BC" 55.9 -121.3 "MAN" 9466.8
1961 5 18 "MB" 51.746 -99.79 "MAN" 1036.44
1961 5 18 "MB" 51.863 -100.64 "MAN" 1182.19
1961 5 18 "MB" 51.423 -98.43 "LTG" 1230.77
1961 5 18 "MB" 50.76 -98.748 "LTG" 2024.29
1961 5 19 "AB" 55.605 -116.5131 "MAN" 1137.11
1961 5 19 "AB" 55.9324 -116.913 "UNK" 3100.1
1961 5 19 "AB" 55.7759 -116.1509 "MAN" 4323.3
1961 5 19 "BC" 57 -122.9 "MAN" 238.7
1961 5 19 "BC" 57 -123.1 "MAN" 250.9
1961 5 19 "BC" 55.7 -120.5 "MAN" 416.8
1961 5 19 "BC" 55.6 -120.6 "MAN" 473.4
1961 5 19 "BC" 56.5 -122.2 "MAN" 619.1
1961 5 19 "BC" 55.6 -120.5 "MAN" 938.8
1961 5 19 "BC" 55.9 -121.3 "MAN" 1926.3
1961 5 19 "BC" 56.3 -121.3 "MAN" 4046.8
1961 5 19 "BC" 55.7 -121.2 "MAN" 4422
1961 5 19 "MB" 52.59 -100.942 "MAN" 291.5
1961 5 19 "MB" 51.594 -100.534 "MAN" 356.28
1961 5 19 "MB" 51.885 -99.601 "MAN" 1012.15
1961 5 19 "MB" 51.25 -100.941 "MAN" 1012.15
1961 5 19 "MB" 53.18 -99.426 "MAN" 3846.15
1961 5 19 "MB" 53.07 -99.475 "MAN" 6133.6
